User ID,Name,Rank,Elo,Tier,Avatar,ended_time,axie_1,axie_2,axie_3,vstar,axie_1_rune,axie_2_rune,axie_3_rune,axie_1_eyes_charm,axie_1_mouth_charm,axie_1_ears_charm,axie_1_horn_charm,axie_1_back_charm,axie_1_tail_charm,axie_2_eyes_charm,axie_2_mouth_charm,axie_2_ears_charm,axie_2_horn_charm,axie_2_back_charm,axie_2_tail_charm,axie_3_eyes_charm,axie_3_mouth_charm,axie_3_ears_charm,axie_3_horn_charm,axie_3_back_charm,axie_3_tail_charm,Axie 1 Eyes Part ID,Axie 1 Ears Part ID,Axie 1 Horn Part ID,Axie 1 Back Part ID,Axie 1 Mouth Part ID,Axie 1 Tail Part ID,Axie 1 Class,Axie 2 Eyes Part ID,Axie 2 Ears Part ID,Axie 2 Horn Part ID,Axie 2 Back Part ID,Axie 2 Mouth Part ID,Axie 2 Tail Part ID,Axie 2 Class,Axie 3 Eyes Part ID,Axie 3 Ears Part ID,Axie 3 Horn Part ID,Axie 3 Back Part ID,Axie 3 Mouth Part ID,Axie 3 Tail Part ID,Axie 3 Class,Comp
1ec9eb7e-5d2b-668f-a60c-dc269e97618c,Diepbo,168,Bear,4,ice_cream_2023;summer_fruit_2023,2024-07-31 13:23:08,11977316,12034448,12027174,970,rune_bird_4012_s9_nondec,rune_bird_4010_s9_nondec,rune_mech_4012_s9_nondec,ecard_neutral_1001,ecard_bird_4012_s9_nondec,ecard_neutral_3015_s9_nondec,,ecard_neutral_2015_s9_nft,ecard_neutral_2017_s9_nondec,ecard_bird_3012_s9_nondec,ecard_reptile_2011_s9,,ecard_bird_2012_s9_nondec,ecard_bird_3012_s9_nondec,ecard_bird_3012_s9_nft,ecard_neutral_3017_s9,,ecard_bug_4011_s9_nondec,,ecard_bird_4012_s9_nondec,ecard_neutral_3015_s9,Topaz,Hungry Bird,Earwing,Wing Horn,Tri Feather,Cloud,Bird,Lucas,Kotaro,Pink Cheek,Wing Horn,Tri Feather,Cloud,Bird,Kotaro?,Kotaro,Earwing,Wing Horn,Tri Feather,Ranchu,Mech,Feather
1ec9eb6f-a2c6-6290-a60c-a632b09b6a4a,Pipohdz,169,Bear,4,mit_s8;s8_serpentwood,2024-08-01 00:26:26,11610527,12033552,11930337,970,rune_dusk_4011_s9_nft,rune_bird_4010_s9_nft,rune_bird_4012_s9_nft,ecard_neutral_3016_s9_nondec,,ecard_neutral_2018_s9_nft,ecard_neutral_2010_s9_nft,ecard_bird_3013_s9_nft,ecard_neutral_3015_s9_nondec,,,ecard_neutral_2010_s9_nft,ecard_neutral_4014_s9_nondec,ecard_bird_3012_s9_nondec,ecard_bird_3012_s9_nondec,,ecard_neutral_2017_s9,ecard_neutral_1001,ecard_neutral_3012_s9_nondec,ecard_neutral_3015_s9_nondec,ecard_neutral_3015_s9_nondec,Robin,Kotaro,Earwing,Kestrel,Tri Feather,Granma's Fan,Dusk,Kotaro?,Kotaro,Earwing,Wing Horn,Cupid,Cloud,Bird,Kotaro?,Earwing,Tri Feather,Silence Whisper,Wing Horn,Granma's Fan,Bird,Feather
1ec9eb6f-6f22-616f-a60c-75d335612824,Mocotaro & A-egg,170,Bear,4,ragnarok_poring;ena_postseason_6,2024-07-31 11:36:48,11364415,11918897,11925392,970,rune_neutral_3011_s9_nondec,rune_mech_4011_s9_nondec,rune_neutral_4011_s9_nondec,ecard_aquatic_3012_s9_nondec,ecard_neutral_1010_s9,ecard_neutral_2015_s9,ecard_neutral_1010_s9,ecard_aquatic_3012_s9_nondec,ecard_neutral_1010_s9,ecard_neutral_2018_s9_nondec,,ecard_aquatic_4011_s9_nondec,ecard_neutral_2018_s9,ecard_neutral_4013_s9_nondec,ecard_neutral_1010_s9,ecard_neutral_1010_s9,ecard_neutral_2018_s9,ecard_aquatic_3012_s9_nondec,ecard_neutral_2017_s9_nondec,ecard_neutral_4013_s9_nondec,,Clear,Innocent Lamb,Goldfish,Bubble Fish Shiny,Shoal Star,Nimo,Beast,Sleepless,Tiny Fan,Sandal,Piranha,Babylonia,Nimo,Mech,Sleepless,Nimo,Sandal,Square Teeth,Rose Bud,Nimo,Dawn,Tiny Fan
1ec9eb7e-53b3-65f5-a60c-c81e8e744cce,Kikimomikoto,171,Bear,4,s4_top1k;s8_serpentwood,2024-07-31 14:59:45,11519098,12011337,11707217,970,rune_dusk_4011_s9_nft,rune_reptile_4011_s9_nondec,rune_neutral_3012_s9_nondec,ecard_reptile_3010_s9_nondec,ecard_neutral_2018_s9,ecard_neutral_3015_s9_nondec,,ecard_neutral_3015_s9_nondec,ecard_neutral_3015_s9_nondec,ecard_reptile_machito_1,ecard_plant_2012_s9_nondec,ecard_neutral_3015_s9_nondec,,ecard_reptile_4011_s9_nondec,ecard_reptile_2013_s9,ecard_reptile_3010_s9,,ecard_reptile_3013_s9,,ecard_reptile_3013_s9_nondec,ecard_neutral_2015_s9_nondec,Gecko,Tiny Turtle,Small Frill,Scaly Spoon,Green Thorns,Yam,Dusk,Gecko,Silence Whisper,Small Frill,Strawberry Shortcake,Green Thorns,Gila,Reptile,Gecko,Small Frill,Green Thorns,Tiny Turtle,Scaly Spoon,Snake Jar,Dawn,Poison
1ec9eb6f-7dd4-6bf1-a60c-5206e441212a,Kagkog - i miss you Choco,172,Bear,4,7;s9_serpentwood,2024-07-31 20:48:12,11812559,11921725,11932903,970,rune_dusk_4012_s9_nondec,rune_neutral_4011_s9_nft,rune_dusk_4010_s9_nft,ecard_neutral_2017_s9_nondec,ecard_neutral_2018_s9_nondec,ecard_neutral_2018_s9,ecard_bug_4011_s9_nondec,ecard_neutral_1001,ecard_neutral_1001,ecard_neutral_2017_s9_nondec,ecard_neutral_3015_s9_nft,ecard_neutral_2017_s9_nondec,ecard_neutral_2017_s9_nondec,ecard_neutral_2018_s9_nondec,,ecard_plant_4010_s9_nondec,ecard_neutral_1002,ecard_neutral_2018_s9_nondec,ecard_bug_4011_s9_nondec,ecard_neutral_2018_s9,,Confused,Inkling,Garish Worm,Square Teeth,Parasite,Nimo,Dusk,Confused,Swirl,Pigeon Post,Silence Whisper,Unko,Twin Tail,Bird,Confused,Inkling,Garish Worm,Mosquito,Parasite,Hot Butt,Dusk,Confused
1ecfd2c4-6ced-6b1a-b14a-946dffe25f62,ALF-ILD,173,Bear,4,11;bronze_s4,2024-08-01 00:25:49,11947752,11948726,11936699,970,rune_neutral_3011_s9_nondec,rune_mech_4011_s9_nft,rune_aquatic_4012_s9_nft,ecard_neutral_2010_s9,ecard_neutral_1010_s9,ecard_aquatic_3013_s9_nondec,ecard_aquatic_4012_s9_nondec,ecard_bug_3011_s9,ecard_neutral_2010_s9_nondec,ecard_aquatic_2011_s9_nft,,ecard_neutral_2017_s9_nondec,ecard_neutral_2025_s9_nondec,ecard_neutral_4013_s9_nondec,ecard_neutral_2010_s9_nondec,ecard_aquatic_4012_s9_nondec,ecard_aquatic_2011_s9_nondec,,ecard_aquatic_2011_s9_nondec,ecard_neutral_4011_s9_nondec,ecard_neutral_2015_s9_nondec,Sleepless,Nimo,Sandal,Square Teeth,Babylonia,Nimo,Dawn,Sleepless,Nimo,Sandal,Square Teeth,Babylonia,Nimo,Mech,Sleepless,Nimo,Sandal,Piranha,Babylonia,Nimo,Aquatic,Sandal
1ec9eb6f-6b20-6c2f-a60c-6b8fb86bcdcc,Louis Jeremi,174,Bear,4,rouge_s7;s8_swamp_reed,2024-08-01 00:21:06,12032617,11691892,12037156,970,rune_dusk_4010_s9_nondec,rune_dusk_4012_s9_nondec,rune_neutral_4011_s9_nft,ecard_neutral_2017_s9_nondec,ecard_neutral_4012_s9_nft,,,ecard_neutral_4012_s9_nft,ecard_neutral_4012_s9_nondec,ecard_neutral_2017_s9,ecard_neutral_4012_s9_nondec,ecard_neutral_4012_s9_nondec,,ecard_neutral_4012_s9_nondec,,ecard_neutral_2017_s9,ecard_neutral_4012_s9_nondec,,,ecard_neutral_4012_s9_nondec,ecard_neutral_4012_s9_nondec,Neo,Doubletalk,Swirl,Parasite,Raven,Tadpole,Dusk,Neo,Inkling,Raven,Doubletalk,Shoal Star,Cottontail,Dusk,Neo,Doubletalk,Swirl,Parasite,Raven,Tadpole,Bug,Jinx
1ec9eb7e-5cf6-6760-a60c-5583a4c4e902,Tenma Kenzo~,175,Bear,4,olek_s8;bronze_s4,2024-07-31 15:20:13,12019700,12009639,12016619,970,rune_bird_3011_s9_nft,rune_bird_4010_s9_nondec,rune_mech_4012_s9_nft,ecard_bird_4012_s9_nft,,ecard_bird_4012_s9_nondec,ecard_bird_4012_s9_nondec,ecard_neutral_1001,ecard_bird_3011_s9_nft,ecard_bird_3012_s9_nft,,ecard_bird_3012_s9_nft,,ecard_neutral_3015_s9_nondec,ecard_bird_3012_s9_nft,ecard_bird_4012_s9_nft,ecard_neutral_3010_s9_nondec,ecard_bird_4012_s9_nondec,ecard_neutral_1001,,ecard_bird_3011_s9_nft,Lucas,Little Owl,Pink Cheek,Feather Spear,Tri Feather,Feather Fan,Bird,Lucas,Silence Whisper,Pink Cheek,Feather Spear,Cupid,Cloud,Bird,Lucas,Zigzag,Pink Cheek,Feather Spear,Tri Feather,Feather Fan,Mech,Feather
1ec9eb6f-64fb-6caf-a60c-7a2c582b394c,JeffoZoeiro | SURA,176,Bear,4,red_envelope_lunar23;rainbow,2024-07-31 22:09:17,12032325,12024059,12001650,970,rune_dusk_4010_s9_nondec,rune_neutral_4011_s9_nondec,rune_dusk_4011_s9_nondec,ecard_neutral_1001,ecard_neutral_3015_s9_nondec,ecard_plant_0001,ecard_neutral_2018_s9_nft,ecard_neutral_1001,ecard_aquatic_4010_s9_nondec,ecard_neutral_1001,ecard_neutral_3015_s9,ecard_neutral_2017_s9_nondec,ecard_bug_4011_s9_nondec,ecard_neutral_1001,ecard_neutral_2017_s9_nondec,ecard_neutral_2017_s9_nondec,ecard_neutral_1001,ecard_neutral_2017_s9_nondec,ecard_bug_4011_s9_nondec,ecard_neutral_1001,ecard_neutral_2018_s9_nondec,Neo,Doubletalk,Swirl,Oranda,Raven,Tadpole,Dusk,Neo,Doubletalk,Swirl,Parasite,Garish Worm,Cottontail,Aquatic,Neo,Kotaro,Swirl,Parasite,Raven,Tadpole,Dusk,Jinx
1ee9ef37-3d2f-60a9-b9f6-7ab846589310,faka,177,Bear,4,machito_20000_s9;s9_serpentwood,2024-07-31 22:34:42,11993722,11965442,11996254,970,rune_bird_4012_s9_nft,rune_mech_4011_s9_nondec,rune_aquatic_4012_s9_nft,ecard_neutral_2018_s9_nondec,,,ecard_aquatic_3013_s9_nft,ecard_aquatic_3013_s9_nondec,ecard_aquatic_4012_s9_nondec,ecard_neutral_3010_s9_nondec,,ecard_aquatic_2011_s9_nondec,ecard_aquatic_3010_s9_nft,ecard_aquatic_4011_s9_nondec,ecard_aquatic_4012_s9_nondec,ecard_aquatic_2011_s9_nft,ecard_reptile_2011_s9_nft,,ecard_aquatic_3013_s9_nondec,ecard_aquatic_3013_s9_nondec,ecard_aquatic_4012_s9_nondec,Sleepless,Seaslug,Anemone,Piranha,Anemone,Nimo,Bird,Sleepless,Seaslug,Anemone,Piranha,Anemone,Nimo,Mech,Sleepless,Seaslug,Anemone,Toothless Bite,Anemone,Nimo,Aquatic,Anemone
1ec9eb77-5b4f-67d6-a60c-ec084b349382,BN| Knight Black,178,Bear,4,s6_light_halloween_venoki;latam_1,2024-07-31 20:12:18,12014480,12016419,12003244,970,rune_dusk_4010_s9_nft,rune_neutral_4011_s9_nondec,rune_reptile_4011_s9_nft,ecard_neutral_1001,ecard_neutral_3015_s9_nondec,ecard_neutral_3015_s9_nondec,ecard_neutral_2018_s9,ecard_reptile_2011_s9,ecard_neutral_2018_s9_nondec,ecard_neutral_1001,ecard_neutral_3015_s9_nondec,ecard_reptile_4011_s9_nondec,ecard_plant_4012_s9_nondec,ecard_neutral_3015_s9_nondec,,ecard_reptile_machito_1,ecard_neutral_3015_s9_nondec,ecard_neutral_2015_s9_nondec,ecard_neutral_2018_s9_nondec,ecard_neutral_2014_s9,,Gecko,Silence Whisper,Rosa,Watermelon,Green Thorns,Grass Snake,Dusk,Gecko,Silence Whisper,Friezard,Strawberry Shortcake,Green Thorns,Cottontail,Plant,Gecko,Silence Whisper,Rosa,Watermelon,Green Thorns,Grass Snake,Reptile,Poison
1ee36413-831b-6868-a04c-a8aeb8dde871,EvolutionTany | L£G,179,Bear,4,machito_20000_s9;s9_swamp_reed,2024-07-31 22:27:41,12006712,12033087,12027159,970,rune_bug_3012_s9_nft,rune_dusk_4010_s9_nondec,rune_neutral_4011_s9_nondec,ecard_neutral_2017_s9,ecard_neutral_3015_s9_nondec,ecard_aquatic_2011_s9_nondec,ecard_neutral_2010_s9_nondec,ecard_neutral_2010_s9_nondec,ecard_aquatic_2011_s9_nondec,ecard_neutral_2017_s9_nondec,ecard_neutral_3015_s9_nondec,ecard_neutral_2017_s9_nondec,,ecard_neutral_4012_s9_nondec,ecard_neutral_2010_s9_nondec,ecard_neutral_2017_s9_nondec,ecard_neutral_3015_s9_nondec,ecard_neutral_4012_s9_nondec,ecard_neutral_2018_s9_nondec,ecard_neutral_1010_s9,ecard_aquatic_2011_s9_nondec,Neo,Doubletalk,Inkling,Parasite,Garish Worm,Tadpole,Bug,Neo,Doubletalk,Swirl,Shoal Star,Raven,Cottontail,Dusk,Neo,Doubletalk,Inkling,Oranda,Garish Worm,Tadpole,Aquatic,Jinx
1ec9eb7b-1a17-60af-a60c-f08140aea1fa,Encuz,180,Bear,4,bard_1300_s9;s9_serpentwood,2024-07-31 13:16:29,11967613,11979381,11936732,970,rune_dawn_4011_s9_nondec,rune_mech_4011_s9_nondec,rune_aquatic_4012_s9_nondec,ecard_neutral_2010_s9,ecard_aquatic_2011_s9_nondec,ecard_aquatic_4012_s9,ecard_aquatic_2011_s9_nondec,ecard_neutral_4011_s9_nondec,ecard_neutral_2010_s9,ecard_aquatic_3012_s9_nondec,ecard_neutral_3010_s9_nondec,ecard_neutral_1001,ecard_aquatic_3010_s9,ecard_neutral_4013_s9_nondec,,ecard_neutral_3010_s9,,,ecard_neutral_2018_s9,ecard_neutral_4013_s9_nondec,ecard_neutral_2015_s9,Sleepless,Nimo,Sandal,Piranha,Babylonia,Nimo,Dawn,Sleepless,Nimo,Sandal,Square Teeth,Babylonia,Nimo,Mech,Sleepless,Nimo,Sandal,Piranha,Oranda,Nimo,Aquatic,Sandal
1ec9eb6f-574b-6782-a60c-866bc4d863d9,dadeebitoy,181,Bear,4,sunglasses_2023;s9_serpentwood,2024-07-31 12:48:29,11636847,12017003,12024441,970,rune_neutral_4011_s9_nondec,rune_bird_4010_s9_nondec,rune_bird_4012_s9_nondec,,ecard_reptile_2011_s9,ecard_neutral_3015_s9_nondec,ecard_neutral_2010_s9_nft,ecard_bird_3013_s9_nft,ecard_bird_4012_s9_nondec,,ecard_reptile_2011_s9,,ecard_neutral_4014_s9_nondec,ecard_bird_3012_s9_nondec,ecard_bird_3012_s9,ecard_neutral_2018_s9_nondec,ecard_reptile_2011_s9,ecard_neutral_3015_s9_nondec,,ecard_bird_4012_s9_nondec,ecard_neutral_2017_s9_nondec,Robin,Earwing,Tri Feather,Kotaro,Wing Horn,Granma's Fan,Dawn,Kotaro?,Kotaro,Earwing,Wing Horn,Tri Feather,Cloud,Bird,Kotaro?,Kotaro,Earwing,Wing Horn,Tri Feather,Cottontail,Bird,Feather
1ef04cd7-f736-636f-aed0-c144ae1c5e9e,RogerARH # 92,182,Bear,4,olek_s8;s8_swamp_reed,2024-07-31 22:07:06,10187331,11928536,11975447,970,rune_aquatic_4012_s9_nft,rune_mech_4011_s9_nondec,rune_dawn_4011_s9_nft,ecard_neutral_2018_s9_nondec,ecard_aquatic_2011_s9_nondec,ecard_neutral_2017_s9_nondec,ecard_aquatic_3010_s9,ecard_aquatic_3010_s9_nondec,ecard_aquatic_2013_s9,ecard_neutral_3010_s9_nondec,ecard_aquatic_4012_s9,,ecard_aquatic_4011_s9_nondec,ecard_aquatic_3010_s9_nondec,ecard_neutral_1001,ecard_neutral_2018_s9_nondec,ecard_aquatic_3010_s9_nondec,ecard_aquatic_3010_s9_nondec,ecard_aquatic_3010_s9_nondec,ecard_aquatic_3010_s9_nondec,ecard_aquatic_2013_s9,Gero,Piranha,Nimo,Anemone,Anemone,Nimo,Aquatic,Sleepless,Nyan,Anemone,Piranha,Anemone,Nimo,Mech,Gero,Risky Fish,Seaslug,Anemone,Anemone,Nimo,Dawn,Anemone
1ec9eb73-7a7d-6e2a-a60c-835bdfe40a51,......,183,Bear,4,s6_light_halloween_venoki;silver_s4,2024-07-31 14:49:42,12026651,12028766,11988898,970,rune_bird_4012_s9_nondec,rune_mech_4011_s9,rune_aquatic_4012_s9_nondec,ecard_neutral_2018_s9_nondec,,,ecard_aquatic_3013_s9_nondec,ecard_aquatic_4012_s9_nondec,ecard_aquatic_4012_s9_nondec,ecard_neutral_2011_s9_nondec,ecard_neutral_2011_s9_nondec,ecard_neutral_2011_s9_nondec,ecard_aquatic_4011_s9_nondec,ecard_aquatic_4012_s9_nondec,ecard_aquatic_4012_s9_nondec,ecard_aquatic_2011_s9,ecard_neutral_1002,ecard_aquatic_2011_s9,ecard_aquatic_3013_s9,ecard_aquatic_4012_s9_nondec,ecard_aquatic_4012_s9_nondec,Gero,Piranha,Seaslug,Anemone,Anemone,Nimo,Bird,Gero,Piranha,Seaslug,Anemone,Anemone,Nimo,Mech,Gero,Piranha,Seaslug,Anemone,Anemone,Nimo,Aquatic,Anemone
1ec9eb73-564a-699b-a60c-7e5a8901a6e2,Tequila Beebe,184,Bear,4,tournament_atia;silver_s1,2024-07-31 13:47:41,11987364,12002847,12009084,960,rune_mech_4011_s9_nondec,rune_beast_3012_s9,rune_aquatic_4012_s9_nondec,ecard_beast_4012_s9_nft,ecard_beast_4012_s9_nondec,ecard_beast_3013_s9_nondec,ecard_neutral_1001,ecard_neutral_2010_s9,,ecard_beast_4012_s9_nondec,ecard_beast_4012_s9_nondec,ecard_beast_3013_s9_nondec,ecard_beast_2011_s9,ecard_beast_3010_s9_nondec,,ecard_beast_4012_s9_nondec,ecard_beast_4012_s9_nondec,ecard_beast_3013_s9_nondec,ecard_neutral_2010_s9_nondec,ecard_neutral_1002,,Puppy,Confident,Zen,Imp,Ronin,Shiba,Mech,Puppy,Zen,Ronin,Confident,Imp,Shiba,Beast,Puppy,Confident,Zen,Imp,Ronin,Shiba,Aquatic,Rage
1ec9eb6f-6ad1-6bad-a60c-c472b08c3901,ʟɪsᴀ,185,Bear,4,1;0,2024-07-31 11:53:43,250852,12039065,11583563,960,rune_bird_4012_s9_nondec,rune_plant_4011_s9_nft,rune_neutral_4011_s9_nft,ecard_neutral_3016_s9_nft,ecard_neutral_2010_s9_nft,ecard_neutral_2010_s9_nondec,ecard_neutral_2010_s9_nondec,ecard_bird_4010_s9_nft,ecard_neutral_2010_s9_nondec,ecard_neutral_2015_s9_nft,ecard_plant_2011_s9_nondec,ecard_neutral_2015_s9_nft,ecard_neutral_3017_s9,ecard_plant_2012_s9_nft,,ecard_neutral_3016_s9_nft,ecard_neutral_2018_s9_nft,ecard_plant_2011_s9,ecard_neutral_2010_s9_nondec,ecard_bird_4010_s9_nondec,ecard_bird_2012_s9,Mavis,Pink Cheek,Cupid,Hungry Bird,Eggshell,The Last One,Bird,Cucumber Slice,Silence Whisper,Innocent Lamb,Rose Bud,Turnip,Cottontail,Plant,Mavis,Lotus,Cupid,Peace Maker,Eggshell,Feather Fan,Bird,Healing
1ec9eb6f-6f7b-63bf-a60c-728e8731cb5e,La Becadita Del Sessho,186,Bear,4,bard_1300_s9;s9_goldenwood,2024-07-31 22:23:53,12003775,11989298,12002843,960,rune_mech_4011_s9_nft,rune_beast_3012_s9,rune_aquatic_4012_s9_nondec,ecard_beast_4012_s9_nondec,ecard_beast_4012_s9_nondec,ecard_beast_3013_s9_nondec,ecard_neutral_2011_s9_nondec,ecard_neutral_2011_s9_nondec,ecard_neutral_2011_s9_nondec,ecard_beast_4012_s9_nondec,ecard_beast_4012_s9_nft,ecard_beast_4012_s9_nondec,ecard_beast_2011_s9_nondec,,ecard_aquatic_3010_s9_nondec,ecard_beast_4012_s9_nondec,ecard_beast_4012_s9_nondec,ecard_beast_3013_s9_nondec,ecard_neutral_2011_s9_nondec,ecard_neutral_2011_s9_nondec,ecard_neutral_2011_s9_nondec,Puppy,Zen,Ronin,Confident,Imp,Shiba,Mech,Puppy,Zen,Ronin,Confident,Imp,Shrimp,Beast,Puppy,Zen,Ronin,Confident,Imp,Shiba,Aquatic,Rage
1eed8109-8ddc-68ae-ab3d-7ae815ef6a99,A.X.S | GiBÃO,187,Bear,4,machito_20000_s9;s9_swamp_reed,2024-07-31 21:40:14,12002294,11998670,12005238,960,rune_mech_4011_s9_nft,rune_beast_3012_s9_nondec,rune_aquatic_4012_s9_nft,ecard_beast_3012_s9_nondec,ecard_beast_4012_s9_nondec,ecard_beast_3013_s9_nft,ecard_neutral_1011_s9,ecard_neutral_1002,ecard_neutral_1002,ecard_beast_4012_s9_nondec,ecard_beast_4012_s9,ecard_beast_3013_s9_nft,ecard_beast_2011_s9_nondec,ecard_beast_2011_s9_nondec,ecard_beast_2011_s9_nondec,ecard_beast_3012_s9_nondec,ecard_beast_4012_s9_nondec,ecard_beast_3013_s9_nondec,ecard_neutral_2010_s9_nondec,,ecard_neutral_1011_s9,Puppy,Zen,Ronin,Confident,Imp,Shiba,Mech,Puppy,Zen,Ronin,Confident,Imp,Shiba,Beast,Puppy,Zen,Ronin,Confident,Imp,Shiba,Aquatic,Rage
1ec9eb7e-5f47-6b6d-a60c-1944625674e5,Dcals,188,Bear,4,rouge_s7;s8_swamp_reed,2024-07-31 17:20:59,12036450,12037868,12005504,960,rune_bird_3011_s9_nondec,rune_bird_4010_s9_nft,rune_neutral_4011_s9_nondec,,,ecard_neutral_3015_s9_nondec,ecard_neutral_3012_s9_nondec,ecard_bird_3013_s9_nondec,ecard_plant_0001,,ecard_reptile_2011_s9_nft,,ecard_neutral_4014_s9_nondec,ecard_bird_3012_s9_nondec,ecard_bird_3012_s9_nondec,ecard_neutral_2010_s9_nondec,ecard_reptile_2011_s9_nft,ecard_neutral_3015_s9_nondec,ecard_neutral_2012_s9_nondec,ecard_bird_4012_s9_nondec,ecard_neutral_3015_s9_nondec,Kotaro?,Kotaro,Earwing,Wing Horn,Tri Feather,Cottontail,Bird,Kotaro?,Kotaro,Earwing,Wing Horn,Tri Feather,Granma's Fan,Bird,Kotaro?,Kotaro,Earwing,Wing Horn,Tri Feather,Ranchu,Aquatic,Feather
1ec9eb6f-82a4-6342-a60c-ec74039f2e8a,FzN | B.O.B,189,Bear,4,xmas22;silver_s4,2024-07-31 23:29:17,11912092,11933155,11958487,960,rune_dawn_4011_s9_nondec,rune_mech_4011_s9_nft,rune_aquatic_4012_s9_nondec,,ecard_aquatic_3010_s9_nondec,ecard_aquatic_4012_s9_nondec,,ecard_neutral_4011_s9_nft,ecard_neutral_2015_s9_nondec,ecard_aquatic_3012_s9_nft,ecard_aquatic_3010_s9_nft,,ecard_aquatic_2011_s9,ecard_neutral_4013_s9_nondec,ecard_neutral_2015_s9_nondec,,ecard_neutral_3010_s9_nondec,,ecard_neutral_2018_s9_nondec,ecard_neutral_4013_s9_nondec,ecard_neutral_2015_s9_nondec,Sleepless,Nimo,Sandal,Piranha,Babylonia,Nimo,Dawn,Sleepless,Nimo,Sandal,Piranha,Babylonia,Cottontail,Mech,Sleepless,Nimo,Sandal,Square Teeth,Oranda,Nimo,Aquatic,Sandal
1edff361-6870-6364-a253-d6f89b69d571,Uby Ahmed,190,Bear,4,sunglasses_2023;bronze_s4,2024-07-31 21:56:22,12032794,12033480,12031640,960,rune_mech_4010_s9_nft,rune_plant_4011_s9_nft,rune_neutral_4010_s9_nft,,ecard_neutral_3015_s9,ecard_neutral_2015_s9_nondec,,ecard_plant_4010_s9_nondec,ecard_neutral_2015_s9_nondec,ecard_plant_2012_s9,ecard_neutral_3015_s9_nondec,ecard_neutral_2025_s9_nondec,ecard_plant_3011_s9_nondec,ecard_plant_4010_s9_nondec,,,,ecard_neutral_2015_s9_nondec,ecard_neutral_2017_s9,ecard_plant_bard_1,ecard_neutral_2015_s9_nondec,Cucumber Slice,Silence Whisper,Innocent Lamb,Rose Bud,Turnip,Snake Jar,Mech,Cucumber Slice,Silence Whisper,Innocent Lamb,Strawberry Shortcake,Turnip,Cottontail,Plant,Nerdy,Silence Whisper,Innocent Lamb,Rose Bud,Turnip,Snake Jar,Reptile,Healing
1ecf731d-8ab9-6758-aa3c-d542db327041,DA AngeLes,191,Bear,4,sunglasses_2023;ena_postseason_6,2024-07-31 21:07:31,12033240,12030010,12001962,960,rune_bird_3011_s9_nondec,rune_bird_4010_s9_nondec,rune_mech_4012_s9_nondec,ecard_neutral_4015_s9_nondec,ecard_neutral_1010_s9,ecard_neutral_3015_s9_nondec,,ecard_bird_4012_s9_nondec,ecard_neutral_3015_s9_nondec,,,ecard_neutral_3015_s9_nondec,ecard_neutral_4014_s9_nondec,ecard_bird_3012_s9_nondec,ecard_plant_0001,,ecard_neutral_3015_s9_nondec,ecard_neutral_2015_s9_nondec,,ecard_neutral_2015_s9_nondec,ecard_neutral_2015_s9,Kotaro?,Kotaro,Earwing,Wing Horn,Tri Feather,Ranchu,Bird,Kotaro?,Kotaro,Earwing,Wing Horn,Tri Feather,Cottontail,Bird,Kotaro?,Kotaro,Innocent Lamb,Wing Horn,Tri Feather,Cloud,Mech,Feather
1ed3031a-eec6-6ce6-8481-605b03d2e74c,Feral,192,Bear,4,patrick23_hat;patrick23,2024-07-31 08:43:15,12020855,12021660,12012580,960,rune_mech_4011_s9_nft,rune_beast_3012_s9_nft,rune_aquatic_4012_s9_nft,ecard_beast_4012_s9_nondec,ecard_beast_4012_s9_nondec,ecard_beast_3013_s9_nondec,ecard_neutral_2010_s9_nondec,ecard_neutral_2011_s9_nondec,,ecard_beast_4012_s9_nondec,ecard_beast_4012_s9_nondec,ecard_beast_3013_s9_nondec,ecard_beast_2011_s9,ecard_beast_3010_s9_nft,,ecard_beast_4012_s9_nondec,ecard_beast_4012_s9_nondec,ecard_beast_3013_s9_nft,ecard_neutral_2010_s9_nondec,ecard_neutral_2011_s9_nondec,,Puppy,Confident,Zen,Imp,Ronin,Shiba,Mech,Puppy,Confident,Zen,Imp,Ronin,Shiba,Beast,Puppy,Confident,Zen,Imp,Ronin,Shiba,Aquatic,Rage
1ec9eb6f-573a-6aea-a60c-694627933ad5,Luisitoccs,193,Bear,4,ragnarok_poring;0,2024-07-31 22:58:10,12023064,11875234,12019755,960,rune_bird_4012_s9_nondec,rune_bird_4010_s9_nft,rune_mech_4012_s9_nondec,ecard_neutral_1001,ecard_neutral_2018_s9_nft,,ecard_bird_3013_s9_nft,ecard_bird_4012_s9_nondec,ecard_neutral_2017_s9_nft,,ecard_bird_2012_s9,ecard_bird_3012_s9,ecard_bird_3013_s9_nft,ecard_bird_3012_s9,ecard_bird_3011_s9_nondec,ecard_bird_3012_s9,ecard_neutral_2018_s9_nondec,ecard_neutral_2010_s9_nft,ecard_bird_4012_s9_nondec,,ecard_bird_3011_s9,Gecko,Peace Maker,Pink Cheek,Feather Spear,Tri Feather,Cloud,Bird,Little Owl,Little Owl,Owl,Feather Spear,Tri Feather,Feather Fan,Bird,Lucas,Square Teeth,Pink Cheek,Feather Spear,Tri Feather,Feather Fan,Mech,Feather
